human_ensembl,species,species_gene_id,source
ENSG00000026652,Mus musculus,ENSMUSG00000023827,babelgene
ENSG00000155189,Mus musculus,ENSMUSG00000031467,babelgene
ENSG00000018510,Mus musculus,ENSMUSG00000042410,babelgene
ENSG00000106541,Mus musculus,ENSMUSG00000020581,babelgene
ENSG00000173467,Mus musculus,ENSMUSG00000036231,babelgene
ENSG00000188157,Mus musculus,ENSMUSG00000041936,babelgene
ENSG00000159723,Mus musculus,ENSMUSG00000005705,babelgene
ENSG00000135744,Mus musculus,ENSMUSG00000031980,babelgene
ENSG00000135049,Mus musculus,ENSMUSG00000021557,babelgene
ENSG00000144891,Mus musculus,ENSMUSG00000049115,babelgene
ENSG00000180772,Mus musculus,ENSMUSG00000068122,babelgene
ENSG00000177674,Mus musculus,ENSMUSG00000029007,babelgene
ENSG00000172482,Mus musculus,ENSMUSG00000026272,babelgene
ENSG00000113492,Mus musculus,ENSMUSG00000089678,babelgene
ENSG00000153207,Mus musculus,ENSMUSG00000026491,babelgene
ENSG00000101444,Mus musculus,ENSMUSG00000027597,babelgene
ENSG00000168710,Mus musculus,ENSMUSG00000027893,babelgene
ENSG00000158467,Mus musculus,ENSMUSG00000029772,babelgene
ENSG00000126705,Mus musculus,ENSMUSG00000037692,babelgene
ENSG00000135541,Mus musculus,ENSMUSG00000019986,babelgene
ENSG00000124942,Mus musculus,ENSMUSG00000069833,babelgene
ENSG00000185567,Mus musculus,ENSMUSG00000118667,babelgene
ENSG00000106546,Mus musculus,ENSMUSG00000019256,babelgene
ENSG00000063438,Mus musculus,ENSMUSG00000021575,babelgene
ENSG00000100591,Mus musculus,ENSMUSG00000021037,babelgene
ENSG00000173209,Mus musculus,ENSMUSG00000020288,babelgene
ENSG00000145192,Mus musculus,ENSMUSG00000022868,babelgene
ENSG00000169877,Mus musculus,"",babelgene
ENSG00000111732,Mus musculus,ENSMUSG00000040627,babelgene
ENSG00000186063,Mus musculus,ENSMUSG00000042901,babelgene
ENSG00000204472,Mus musculus,ENSMUSG00000024397,babelgene
ENSG00000126878,Mus musculus,ENSMUSG00000001864,babelgene
ENSG00000156709,Mus musculus,ENSMUSG00000036932,babelgene
ENSG00000042286,Mus musculus,ENSMUSG00000020085,babelgene
ENSG00000183773,Mus musculus,ENSMUSG00000022763,babelgene
ENSG00000146416,Mus musculus,ENSMUSG00000019806,babelgene
ENSG00000163568,Mus musculus,ENSMUSG00000037860,babelgene
ENSG00000164022,Mus musculus,ENSMUSG00000028029,babelgene
ENSG00000106305,Mus musculus,ENSMUSG00000029610,babelgene
ENSG00000110711,Mus musculus,ENSMUSG00000024847,babelgene
ENSG00000129221,Mus musculus,ENSMUSG00000040554,babelgene
ENSG00000160224,Mus musculus,ENSMUSG00000000731,babelgene
ENSG00000196581,Mus musculus,ENSMUSG00000039546,babelgene
ENSG00000232434,Mus musculus,ENSMUSG00000029419,babelgene
ENSG00000129474,Mus musculus,ENSMUSG00000022178,babelgene
ENSG00000106992,Mus musculus,ENSMUSG00000026817,babelgene
ENSG00000004455,Mus musculus,ENSMUSG00000028792,babelgene
ENSG00000147853,Mus musculus,ENSMUSG00000024782,babelgene
ENSG00000162433,Mus musculus,ENSMUSG00000028527,babelgene
ENSG00000154027,Mus musculus,ENSMUSG00000039058,babelgene
ENSG00000085231,Mus musculus,ENSMUSG00000078941,babelgene
ENSG00000140057,Mus musculus,ENSMUSG00000041323,babelgene
ENSG00000165695,Mus musculus,ENSMUSG00000026807,babelgene
ENSG00000155085,Mus musculus,ENSMUSG00000091415,babelgene
ENSG00000231824,Mus musculus,ENSMUSG00000091636,babelgene
ENSG00000121057,Mus musculus,ENSMUSG00000018428,babelgene
ENSG00000108599,Mus musculus,ENSMUSG00000047804,babelgene
ENSG00000023516,Mus musculus,ENSMUSG00000022016,babelgene
ENSG00000131016,Mus musculus,ENSMUSG00000038587,babelgene
ENSG00000170776,Mus musculus,ENSMUSG00000066406,babelgene
ENSG00000186471,Mus musculus,ENSMUSG00000036551,babelgene
ENSG00000197976,Mus musculus,ENSMUSG00000059708,babelgene
ENSG00000111254,Mus musculus,ENSMUSG00000030344,babelgene
ENSG00000147081,Mus musculus,ENSMUSG00000050089,babelgene
ENSG00000179841,Mus musculus,ENSMUSG00000021057,babelgene
ENSG00000151320,Mus musculus,ENSMUSG00000061603,babelgene
ENSG00000118507,Mus musculus,ENSMUSG00000039166,babelgene
ENSG00000105127,Mus musculus,ENSMUSG00000024045,babelgene
ENSG00000011243,Mus musculus,ENSMUSG00000002625,babelgene
ENSG00000127914,Mus musculus,ENSMUSG00000040407,babelgene
ENSG00000166452,Mus musculus,ENSMUSG00000031023,babelgene
ENSG00000174574,Mus musculus,ENSMUSG00000023075,babelgene
ENSG00000135334,Mus musculus,ENSMUSG00000028291,babelgene
ENSG00000106948,Mus musculus,ENSMUSG00000039158,babelgene
ENSG00000162641,Mus musculus,ENSMUSG00000049565,babelgene
ENSG00000117448,Mus musculus,ENSMUSG00000028692,babelgene
ENSG00000085662,Mus musculus,ENSMUSG00000001642,babelgene
ENSG00000198074,Mus musculus,ENSMUSG00000029762,babelgene
ENSG00000227471,Mus musculus,ENSMUSG00000029762,babelgene
ENSG00000187134,Mus musculus,ENSMUSG00000054757,babelgene
ENSG00000151632,Mus musculus,ENSMUSG00000054757,babelgene
ENSG00000151632,Mus musculus,ENSMUSG00000021210,babelgene
ENSG00000196139,Mus musculus,ENSMUSG00000021214,babelgene
ENSG00000198610,Mus musculus,ENSMUSG00000054757,babelgene
ENSG00000198610,Mus musculus,ENSMUSG00000021210,babelgene
ENSG00000122787,Mus musculus,ENSMUSG00000038641,babelgene
ENSG00000165568,Mus musculus,ENSMUSG00000045410,babelgene
ENSG00000053371,Mus musculus,ENSMUSG00000028743,babelgene
ENSG00000162482,Mus musculus,ENSMUSG00000028743,babelgene
ENSG00000211454,Mus musculus,ENSMUSG00000028743,babelgene
ENSG00000142208,Mus musculus,ENSMUSG00000001729,babelgene
ENSG00000204673,Mus musculus,ENSMUSG00000011096,babelgene
ENSG00000105221,Mus musculus,ENSMUSG00000004056,babelgene
ENSG00000117020,Mus musculus,ENSMUSG00000019699,babelgene
ENSG00000166971,Mus musculus,ENSMUSG00000031667,babelgene
ENSG00000148218,Mus musculus,ENSMUSG00000028393,babelgene
ENSG00000023330,Mus musculus,ENSMUSG00000032786,babelgene
ENSG00000158578,Mus musculus,ENSMUSG00000025270,babelgene
ENSG00000163631,Mus musculus,ENSMUSG00000029368,babelgene
ENSG00000170017,Mus musculus,ENSMUSG00000022636,babelgene
ENSG00000161618,Mus musculus,ENSMUSG00000007833,babelgene
ENSG00000059573,Mus musculus,ENSMUSG00000025007,babelgene
ENSG00000165092,Mus musculus,ENSMUSG00000024747,babelgene
ENSG00000128918,Mus musculus,ENSMUSG00000013584,babelgene
ENSG00000184254,Mus musculus,ENSMUSG00000015134,babelgene
ENSG00000137124,Mus musculus,ENSMUSG00000035561,babelgene
ENSG00000144908,Mus musculus,ENSMUSG00000030088,babelgene
ENSG00000136010,Mus musculus,ENSMUSG00000020256,babelgene
ENSG00000111275,Mus musculus,ENSMUSG00000029455,babelgene
ENSG00000108602,Mus musculus,ENSMUSG00000019102,babelgene
ENSG00000072210,Mus musculus,ENSMUSG00000010025,babelgene
ENSG00000006534,Mus musculus,ENSMUSG00000024885,babelgene
ENSG00000132746,Mus musculus,ENSMUSG00000037263,babelgene
ENSG00000159423,Mus musculus,ENSMUSG00000028737,babelgene
ENSG00000112294,Mus musculus,ENSMUSG00000035936,babelgene
ENSG00000119711,Mus musculus,ENSMUSG00000021238,babelgene
ENSG00000164904,Mus musculus,ENSMUSG00000053644,babelgene
ENSG00000118514,Mus musculus,ENSMUSG00000037542,babelgene
ENSG00000143149,Mus musculus,ENSMUSG00000026687,babelgene
ENSG00000149925,Mus musculus,ENSMUSG00000030695,babelgene
ENSG00000136872,Mus musculus,ENSMUSG00000028307,babelgene
ENSG00000109107,Mus musculus,ENSMUSG00000017390,babelgene
ENSG00000033011,Mus musculus,ENSMUSG00000039427,babelgene
ENSG00000139133,Mus musculus,ENSMUSG00000075470,babelgene
ENSG00000175548,Mus musculus,ENSMUSG00000075470,babelgene
ENSG00000253710,Mus musculus,ENSMUSG00000063362,babelgene
ENSG00000182858,Mus musculus,ENSMUSG00000035845,babelgene
ENSG00000101901,Mus musculus,ENSMUSG00000041718,babelgene
ENSG00000172339,Mus musculus,ENSMUSG00000039887,babelgene
ENSG00000119523,Mus musculus,ENSMUSG00000039740,babelgene
ENSG00000214160,Mus musculus,ENSMUSG00000033809,babelgene
ENSG00000120697,Mus musculus,ENSMUSG00000036632,babelgene
ENSG00000088035,Mus musculus,ENSMUSG00000073792,babelgene
ENSG00000159063,Mus musculus,ENSMUSG00000035704,babelgene
ENSG00000086848,Mus musculus,ENSMUSG00000032059,babelgene
ENSG00000171094,Mus musculus,ENSMUSG00000055471,babelgene
ENSG00000196711,Mus musculus,ENSMUSG00000087247,babelgene
ENSG00000189292,Mus musculus,ENSMUSG00000054204,babelgene
ENSG00000100601,Mus musculus,ENSMUSG00000079036,babelgene
ENSG00000189046,Mus musculus,ENSMUSG00000044339,babelgene
ENSG00000166199,Mus musculus,ENSMUSG00000040174,babelgene
ENSG00000160993,Mus musculus,ENSMUSG00000039754,babelgene
ENSG00000091542,Mus musculus,ENSMUSG00000042650,babelgene
ENSG00000239382,Mus musculus,ENSMUSG00000042831,babelgene
ENSG00000125652,Mus musculus,ENSMUSG00000002661,babelgene
ENSG00000137760,Mus musculus,ENSMUSG00000025899,babelgene
ENSG00000151360,Mus musculus,ENSMUSG00000020636,babelgene
ENSG00000116127,Mus musculus,ENSMUSG00000063810,babelgene
ENSG00000108839,Mus musculus,ENSMUSG00000000320,babelgene
ENSG00000179477,Mus musculus,ENSMUSG00000032807,babelgene
ENSG00000161905,Mus musculus,ENSMUSG00000018924,babelgene
ENSG00000179593,Mus musculus,ENSMUSG00000020891,babelgene
ENSG00000012779,Mus musculus,ENSMUSG00000025701,babelgene
ENSG00000132965,Mus musculus,ENSMUSG00000060063,babelgene
ENSG00000179148,Mus musculus,ENSMUSG00000020892,babelgene
ENSG00000163286,Mus musculus,ENSMUSG00000036500,babelgene
ENSG00000163286,Mus musculus,ENSMUSG00000026246,babelgene
ENSG00000163295,Mus musculus,ENSMUSG00000036500,babelgene
ENSG00000073331,Mus musculus,ENSMUSG00000028028,babelgene
ENSG00000198796,Mus musculus,ENSMUSG00000032845,babelgene
ENSG00000136383,Mus musculus,ENSMUSG00000038763,babelgene
ENSG00000162551,Mus musculus,ENSMUSG00000028766,babelgene
ENSG00000163283,Mus musculus,ENSMUSG00000036500,babelgene
ENSG00000163283,Mus musculus,ENSMUSG00000079440,babelgene
ENSG00000003393,Mus musculus,ENSMUSG00000026024,babelgene
ENSG00000178038,Mus musculus,ENSMUSG00000044037,babelgene
ENSG00000180318,Mus musculus,ENSMUSG00000036602,babelgene
ENSG00000156150,Mus musculus,ENSMUSG00000014603,babelgene
ENSG00000052850,Mus musculus,ENSMUSG00000040310,babelgene
ENSG00000183684,Mus musculus,ENSMUSG00000025134,babelgene
ENSG00000242110,Mus musculus,ENSMUSG00000022244,babelgene
ENSG00000178522,Mus musculus,ENSMUSG00000029288,babelgene
ENSG00000106927,Mus musculus,ENSMUSG00000028356,babelgene
ENSG00000110497,Mus musculus,ENSMUSG00000040506,babelgene
ENSG00000123505,Mus musculus,ENSMUSG00000075232,babelgene
ENSG00000139344,Mus musculus,ENSMUSG00000015890,babelgene
ENSG00000162066,Mus musculus,ENSMUSG00000036820,babelgene
ENSG00000184675,Mus musculus,ENSMUSG00000050332,babelgene
ENSG00000165566,Mus musculus,ENSMUSG00000021986,babelgene
ENSG00000178171,Mus musculus,ENSMUSG00000045174,babelgene
ENSG00000159461,Mus musculus,ENSMUSG00000031751,babelgene
ENSG00000104899,Mus musculus,ENSMUSG00000035262,babelgene
ENSG00000135409,Mus musculus,ENSMUSG00000023047,babelgene
ENSG00000181754,Mus musculus,ENSMUSG00000050947,babelgene
ENSG00000139211,Mus musculus,ENSMUSG00000048218,babelgene
ENSG00000176020,Mus musculus,ENSMUSG00000032593,babelgene
ENSG00000101935,Mus musculus,ENSMUSG00000042225,babelgene
ENSG00000144233,Mus musculus,ENSMUSG00000041915,babelgene
ENSG00000166126,Mus musculus,ENSMUSG00000021278,babelgene
ENSG00000151743,Mus musculus,ENSMUSG00000068250,babelgene
ENSG00000126016,Mus musculus,ENSMUSG00000041688,babelgene
ENSG00000166025,Mus musculus,ENSMUSG00000013076,babelgene
ENSG00000114019,Mus musculus,ENSMUSG00000032531,babelgene
ENSG00000116748,Mus musculus,ENSMUSG00000070385,babelgene
ENSG00000116337,Mus musculus,ENSMUSG00000027889,babelgene
ENSG00000133805,Mus musculus,ENSMUSG00000005686,babelgene
ENSG00000078053,Mus musculus,ENSMUSG00000021314,babelgene
ENSG00000145020,Mus musculus,ENSMUSG00000032607,babelgene
ENSG00000243480,Mus musculus,ENSMUSG00000074264,babelgene
ENSG00000240038,Mus musculus,ENSMUSG00000074264,babelgene
ENSG00000240038,Mus musculus,ENSMUSG00000074268,babelgene
ENSG00000174945,Mus musculus,ENSMUSG00000050022,babelgene
ENSG00000196704,Mus musculus,ENSMUSG00000020610,babelgene
ENSG00000153107,Mus musculus,ENSMUSG00000014355,babelgene
ENSG00000164162,Mus musculus,ENSMUSG00000036977,babelgene
ENSG00000141552,Mus musculus,ENSMUSG00000025135,babelgene
ENSG00000129055,Mus musculus,ENSMUSG00000035048,babelgene
ENSG00000110200,Mus musculus,ENSMUSG00000030649,babelgene
ENSG00000166295,Mus musculus,ENSMUSG00000020107,babelgene
ENSG00000176248,Mus musculus,ENSMUSG00000026965,babelgene
ENSG00000053900,Mus musculus,ENSMUSG00000029176,babelgene
ENSG00000089053,Mus musculus,ENSMUSG00000029472,babelgene
ENSG00000196510,Mus musculus,ENSMUSG00000029466,babelgene
ENSG00000214274,Mus musculus,ENSMUSG00000072115,babelgene
ENSG00000013523,Mus musculus,ENSMUSG00000021257,babelgene
ENSG00000174606,Mus musculus,ENSMUSG00000026634,babelgene
ENSG00000154188,Mus musculus,ENSMUSG00000022309,babelgene
ENSG00000091879,Mus musculus,ENSMUSG00000031465,babelgene
ENSG00000101280,Mus musculus,ENSMUSG00000027460,babelgene
ENSG00000116194,Mus musculus,ENSMUSG00000033544,babelgene
ENSG00000136859,Mus musculus,ENSMUSG00000004105,babelgene
ENSG00000132855,Mus musculus,ENSMUSG00000028553,babelgene
ENSG00000167772,Mus musculus,ENSMUSG00000002289,babelgene
ENSG00000130812,Mus musculus,ENSMUSG00000038742,babelgene
ENSG00000171819,Mus musculus,ENSMUSG00000028989,babelgene
ENSG00000130173,Mus musculus,ENSMUSG00000047822,babelgene
ENSG00000029534,Mus musculus,ENSMUSG00000031543,babelgene
ENSG00000145362,Mus musculus,ENSMUSG00000032826,babelgene
ENSG00000151150,Mus musculus,ENSMUSG00000069601,babelgene
ENSG00000151687,Mus musculus,ENSMUSG00000039342,babelgene
ENSG00000166839,Mus musculus,ENSMUSG00000066510,babelgene
ENSG00000189045,Mus musculus,ENSMUSG00000047117,babelgene
ENSG00000132623,Mus musculus,ENSMUSG00000074771,babelgene
ENSG00000153930,Mus musculus,ENSMUSG00000047773,babelgene
ENSG00000185722,Mus musculus,ENSMUSG00000020790,babelgene
ENSG00000154122,Mus musculus,ENSMUSG00000022265,babelgene
ENSG00000131503,Mus musculus,ENSMUSG00000024483,babelgene
ENSG00000254996,Mus musculus,ENSMUSG00000024483,babelgene
ENSG00000001629,Mus musculus,ENSMUSG00000040351,babelgene
ENSG00000170209,Mus musculus,ENSMUSG00000032257,babelgene
ENSG00000160117,Mus musculus,ENSMUSG00000046295,babelgene
ENSG00000176915,Mus musculus,ENSMUSG00000029501,babelgene
ENSG00000144504,Mus musculus,ENSMUSG00000034212,babelgene
ENSG00000106524,Mus musculus,ENSMUSG00000036188,babelgene
ENSG00000164331,Mus musculus,ENSMUSG00000021661,babelgene
ENSG00000148677,Mus musculus,ENSMUSG00000024803,babelgene
ENSG00000088448,Mus musculus,ENSMUSG00000031508,babelgene
ENSG00000167522,Mus musculus,ENSMUSG00000035569,babelgene
ENSG00000101745,Mus musculus,ENSMUSG00000034647,babelgene
ENSG00000076513,Mus musculus,ENSMUSG00000041870,babelgene
ENSG00000198720,Mus musculus,ENSMUSG00000037907,babelgene
ENSG00000118454,Mus musculus,ENSMUSG00000039988,babelgene
ENSG00000172932,Mus musculus,ENSMUSG00000005986,babelgene
ENSG00000134461,Mus musculus,ENSMUSG00000047909,babelgene
ENSG00000132466,Mus musculus,ENSMUSG00000055204,babelgene
ENSG00000180071,Mus musculus,ENSMUSG00000026774,babelgene
ENSG00000230453,Mus musculus,ENSMUSG00000026774,babelgene
ENSG00000165887,Mus musculus,ENSMUSG00000025172,babelgene
ENSG00000260691,Mus musculus,ENSMUSG00000026774,babelgene
ENSG00000172014,Mus musculus,ENSMUSG00000026774,babelgene
ENSG00000229089,Mus musculus,ENSMUSG00000026774,babelgene
ENSG00000152766,Mus musculus,ENSMUSG00000024774,babelgene
ENSG00000163126,Mus musculus,ENSMUSG00000067653,babelgene
ENSG00000089847,Mus musculus,ENSMUSG00000054708,babelgene
ENSG00000107890,Mus musculus,ENSMUSG00000007827,babelgene
ENSG00000105186,Mus musculus,ENSMUSG00000034867,babelgene
ENSG00000206560,Mus musculus,ENSMUSG00000014496,babelgene
ENSG00000154065,Mus musculus,ENSMUSG00000057766,babelgene
ENSG00000148513,Mus musculus,ENSMUSG00000026774,babelgene
ENSG00000163046,Mus musculus,ENSMUSG00000020481,babelgene
ENSG00000163046,Mus musculus,ENSMUSG00000096265,babelgene
ENSG00000145700,Mus musculus,ENSMUSG00000109561,babelgene
ENSG00000167612,Mus musculus,ENSMUSG00000047034,babelgene
ENSG00000164236,Mus musculus,ENSMUSG00000022237,babelgene
ENSG00000272031,Mus musculus,ENSMUSG00000049097,babelgene
ENSG00000189127,Mus musculus,ENSMUSG00000045034,babelgene
ENSG00000235711,Mus musculus,ENSMUSG00000047606,babelgene
ENSG00000198483,Mus musculus,ENSMUSG00000038354,babelgene
ENSG00000174501,Mus musculus,ENSMUSG00000007827,babelgene
ENSG00000186352,Mus musculus,ENSMUSG00000050914,babelgene
ENSG00000213337,Mus musculus,ENSMUSG00000079610,babelgene
ENSG00000154945,Mus musculus,ENSMUSG00000020864,babelgene
ENSG00000167117,Mus musculus,ENSMUSG00000094091,babelgene
ENSG00000137494,Mus musculus,ENSMUSG00000041343,babelgene
ENSG00000065413,Mus musculus,ENSMUSG00000052331,babelgene
ENSG00000183831,Mus musculus,ENSMUSG00000044835,babelgene
ENSG00000186106,Mus musculus,ENSMUSG00000048307,babelgene
ENSG00000168876,Mus musculus,ENSMUSG00000031931,babelgene
ENSG00000151458,Mus musculus,ENSMUSG00000044864,babelgene
ENSG00000139645,Mus musculus,ENSMUSG00000014498,babelgene
ENSG00000144031,Mus musculus,ENSMUSG00000014747,babelgene
ENSG00000100124,Mus musculus,ENSMUSG00000033055,babelgene
ENSG00000164512,Mus musculus,ENSMUSG00000049985,babelgene
ENSG00000135299,Mus musculus,ENSMUSG00000040183,babelgene
ENSG00000157999,Mus musculus,ENSMUSG00000029607,babelgene
ENSG00000181626,Mus musculus,ENSMUSG00000026774,babelgene
ENSG00000230778,Mus musculus,ENSMUSG00000078137,babelgene
ENSG00000235098,Mus musculus,ENSMUSG00000078487,babelgene
ENSG00000230062,Mus musculus,ENSMUSG00000096140,babelgene
ENSG00000106013,Mus musculus,ENSMUSG00000029517,babelgene
ENSG00000156381,Mus musculus,ENSMUSG00000037904,babelgene
ENSG00000064999,Mus musculus,ENSMUSG00000024219,babelgene
ENSG00000185046,Mus musculus,ENSMUSG00000058589,babelgene
ENSG00000168096,Mus musculus,ENSMUSG00000022515,babelgene
ENSG00000175311,Mus musculus,ENSMUSG00000030909,babelgene
ENSG00000165138,Mus musculus,ENSMUSG00000066191,babelgene
ENSG00000206199,Mus musculus,ENSMUSG00000074591,babelgene
ENSG00000163516,Mus musculus,ENSMUSG00000026199,babelgene
ENSG00000011426,Mus musculus,ENSMUSG00000036777,babelgene
ENSG00000131620,Mus musculus,ENSMUSG00000031075,babelgene
ENSG00000160746,Mus musculus,ENSMUSG00000037949,babelgene
ENSG00000047617,Mus musculus,ENSMUSG00000038115,babelgene
ENSG00000134343,Mus musculus,ENSMUSG00000074968,babelgene
ENSG00000151572,Mus musculus,ENSMUSG00000035189,babelgene
ENSG00000171714,Mus musculus,ENSMUSG00000055489,babelgene
ENSG00000177119,Mus musculus,ENSMUSG00000064210,babelgene
ENSG00000146205,Mus musculus,ENSMUSG00000034107,babelgene
ENSG00000074855,Mus musculus,ENSMUSG00000034863,babelgene
ENSG00000185101,Mus musculus,ENSMUSG00000054662,babelgene
ENSG00000140350,Mus musculus,ENSMUSG00000032249,babelgene
ENSG00000136938,Mus musculus,ENSMUSG00000028333,babelgene
ENSG00000248546,Mus musculus,ENSMUSG00000032249,babelgene
ENSG00000143401,Mus musculus,ENSMUSG00000015749,babelgene
ENSG00000166825,Mus musculus,ENSMUSG00000039062,babelgene
ENSG00000103254,Mus musculus,ENSMUSG00000057411,babelgene
ENSG00000169604,Mus musculus,ENSMUSG00000033420,babelgene
ENSG00000163297,Mus musculus,ENSMUSG00000029338,babelgene
ENSG00000135046,Mus musculus,ENSMUSG00000024659,babelgene
ENSG00000109511,Mus musculus,ENSMUSG00000031635,babelgene
ENSG00000122359,Mus musculus,ENSMUSG00000021866,babelgene
ENSG00000104537,Mus musculus,ENSMUSG00000055114,babelgene
ENSG00000182718,Mus musculus,ENSMUSG00000032231,babelgene
ENSG00000231991,Mus musculus,ENSMUSG00000032231,babelgene
ENSG00000177721,Mus musculus,ENSMUSG00000095609,babelgene
ENSG00000138772,Mus musculus,ENSMUSG00000029484,babelgene
ENSG00000196975,Mus musculus,ENSMUSG00000029994,babelgene
ENSG00000164111,Mus musculus,ENSMUSG00000027712,babelgene
ENSG00000197043,Mus musculus,ENSMUSG00000018340,babelgene
ENSG00000138279,Mus musculus,ENSMUSG00000021814,babelgene
ENSG00000265190,Mus musculus,ENSMUSG00000021950,babelgene
ENSG00000264230,Mus musculus,ENSMUSG00000021950,babelgene
ENSG00000143412,Mus musculus,ENSMUSG00000015702,babelgene
ENSG00000136250,Mus musculus,ENSMUSG00000021322,babelgene
ENSG00000002726,Mus musculus,ENSMUSG00000029811,babelgene
ENSG00000131480,Mus musculus,ENSMUSG00000078651,babelgene
ENSG00000131471,Mus musculus,ENSMUSG00000019326,babelgene
ENSG00000148120,Mus musculus,ENSMUSG00000021458,babelgene
ENSG00000138356,Mus musculus,ENSMUSG00000063558,babelgene
ENSG00000138660,Mus musculus,ENSMUSG00000074238,babelgene
ENSG00000100280,Mus musculus,ENSMUSG00000009090,babelgene
ENSG00000166747,Mus musculus,ENSMUSG00000031731,babelgene
ENSG00000213983,Mus musculus,ENSMUSG00000040701,babelgene
ENSG00000072958,Mus musculus,ENSMUSG00000003033,babelgene
