gene_id,symbol,og_id,human_ortholog
AT1G11684,,303734at2759,
AT1G11690,,337148at2759,
AT1G11750,CLPP6|NCLPP1|NCLPP6,598887at2759,
AT1G11760,MED2|MED32,99749at2759,
AT1G11780,,1873618at2759,ENSG00000130733.11|ENSG00000058799.15|ENSG00000130733.11
AT1G11820,PdBG4,611295at2759,
AT1G11860,GLDT,4916982at2759,ENSG00000145020.16|ENSG00000145020.16
AT1G11905,,55631at2759,
AT1G11920,,257321at2759,
AT1G11930,,541070at2759,ENSG00000147471.12
AT1G12000,,5024325at2759,
AT1G12020,,686270at2759,
AT1G12060,ATBAG5|BAG5,176940at2759,
AT1G12070,,5013675at2759,ENSG00000111348.9|ENSG00000242173.10|ENSG00000141522.12|ENSG00000111348.9|ENSG00000242173.10
AT1G12090,ELP,657502at2759,
AT1G12110,AtNPF6.3|ATNRT1|B-1|CHL1|CHL1-1|NPF6.3|NRT1|NRT1.1,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT1G12140,FMO,784469at2759,
AT1G12150,,660120at2759,
AT1G12200,FMO,784469at2759,
AT1G12230,GSM2-LIKE,3166744at2759,ENSG00000177156.11|ENSG00000177156.11
AT1G12260,ANAC007|EMB2749|NAC007|VND4,179782at2759,
AT1G12330,,667254at2759,
AT1G12340,,4750734at2759,
AT1G12350,ATCOAB|COAB,5005091at2759,ENSG00000127125.9
AT1G12360,KEU|SEC11,5001558at2759,
AT1G12370,PHR1|UVR2,803010at2759,
AT1G12390,Cnih4,4750734at2759,
AT1G12400,,4803787at2759,
AT1G12430,ARK3|AtKINUa|PAK,648573at2759,
AT1G12440,,807693at2759,
AT1G12450,,635059at2759,
AT1G12500,,4662890at2759,ENSG00000100036.13|ENSG00000100036.13
AT1G12560,ATEXP7|ATEXPA7|ATHEXP|EXP7|EXPA7,1873865at2759,
AT1G12600,,4838354at2759,ENSG00000121073.15|ENSG00000157593.19|ENSG00000124786.12|ENSG00000157593.19|ENSG00000124786.12|ENSG00000121073.15
AT1G12610,ATDDF1|DDF1,71392at2759,
AT1G12615,,453375at2759,
AT1G12650,,4272317at2759,ENSG00000124541.7|ENSG00000174576.10|ENSG00000124541.7
AT1G12780,ATUGE1|UGE1,4725244at2759,ENSG00000117308.15|ENSG00000117308.15
AT1G12820,AFB3,587073at2759,
AT1G12840,ATVHA-C|DET3,4837637at2759,ENSG00000155097.12|ENSG00000143882.12|ENSG00000143882.12|ENSG00000155097.12
AT1G12880,atnudt12|NUDT12,600612at2759,
AT1G12890,,795441at2759,
AT1G12900,GAPA-2,4836032at2759,
AT1G12910,ATAN11|LWD1,5013778at2759,ENSG00000164091.12|ENSG00000168438.15|ENSG00000136485.16|ENSG00000175575.13|ENSG00000164091.12|ENSG00000168438.15|ENSG00000175575.13|ENSG00000136485.16
AT1G12920,ERF1-2,5000051at2759,ENSG00000120705.13|ENSG00000120705.13
AT1G12940,ATNRT2.5|NRT2.5,748480at2759,
AT1G12950,AtDTX31|RHS2,491507at2759,
AT1G12990,,4693185at2759,
AT1G13030,Atcoilin|COILIN,4691520at2759,ENSG00000121058.5|ENSG00000121058.5
AT1G13050,,504575at2759,
AT1G13090,CYP71B28,313400at2759,
AT1G13110,CYP71B7,278886at2759,
AT1G13140,CYP86C3,2174516at2759,
AT1G13143,,361049at2759,
AT1G13150,CYP86C4,2174516at2759,
AT1G13180,ARP3|ATARP3|DIS1,3743933at2759,ENSG00000115091.12|ENSG00000133627.18|ENSG00000115091.12|ENSG00000133627.18
AT1G13190,,550320at2759,
AT1G13195,,618218at2759,
AT1G13250,GATL3,4350256at2759,ENSG00000016864.19|ENSG00000120820.13|ENSG00000016864.19
AT1G13310,,524098at2759,
AT1G13330,AHP2|HOP2,2739160at2759,
AT1G13380,,668486at2759,
AT1G13390,,304907at2759,
AT1G13440,GAPC-2|GAPC2,4836032at2759,
AT1G13480,,544368at2759,
AT1G13520,,544368at2759,
AT1G13530,SNAP30,544368at2759,
AT1G13580,LAG13|LOH3,4754802at2759,
AT1G13600,AtbZIP58|bZIP58,634606at2759,
AT1G13608,,253910at2759,
AT1G13609,,312518at2759,
AT1G13610,,609241at2759,
AT1G13620,ERF62|GLV5|RGF2,340617at2759,
AT1G13635,,5002815at2759,
AT1G13670,BGL2,304919at2759,
AT1G13690,ATE1,541798at2759,
AT1G13730,AtG3BP-5|AtG3BP2,4145474at2759,ENSG00000063046.18|ENSG00000063046.18
AT1G13740,AFP2|LNJ,332683at2759,
AT1G13790,FDM4,635523at2759,
AT1G13800,FAC19,332163at2759,
AT1G13810,,434326at2759,
AT1G13820,,1471867at2759,
AT1G13830,,343797at2759,
AT1G13880,ELM2,624379at2759,
AT1G13890,ATSNAP30|SNAP30,619665at2759,
AT1G13910,,309909at2759,
AT1G13930,,669219at2759,
AT1G13950,ATELF5A-1|EIF-5A|EIF5A|ELF5A-1,30943at2759,ENSG00000163577.8|ENSG00000253626.4|ENSG00000132507.18;ENSG00000288145.1|ENSG00000163577.8|ENSG00000253626.4
AT1G13990,,333734at2759,
AT1G14000,VIK,357635at2759,
AT1G14010,,614510at2759,
AT1G14130,AtDAO|DAO1,786081at2759,
AT1G14150,PnsL2|PQL1|PQL2,287647at2759,
AT1G14160,CASPL1A1,673191at2759,
AT1G14170,AtKH2,650072at2759,
AT1G14180,,643393at2759,
AT1G14210,,551951at2759,ENSG00000026297.17|ENSG00000026297.17
AT1G14220,,42043at2759,
AT1G14290,AtSBH2|SBH2,758535at2759,
AT1G14300,,788101at2759,
AT1G14320,RPL10|RPL10A|SAC52|uL16z,5012534at2759,ENSG00000147403.18|ENSG00000165496.5
AT1G14330,,4590808at2759,ENSG00000116679.16|ENSG00000116679.16
AT1G14340,BPL3,5016646at2759,
AT1G14345,,331706at2759,
AT1G14350,AtMYB124|FLP|MYB124,803865at2759,
AT1G14400,ATUBC1|UBC1,534896at2759,ENSG00000119048.9|ENSG00000077721.17|ENSG00000119048.9|ENSG00000077721.17
AT1G14430,GOXL5,282869at2759,
AT1G14440,AtHB31|BHB2|FTM2|HB31|ZHD4,688596at2759,
AT1G14450,,587365at2759,
AT1G14453,,362471at2759,
AT1G14490,AHL28,681493at2759,
AT1G14500,,188850at2759,
AT1G14510,AL7|AtAL7,706191at2759,
AT1G14540,PER4|PRX4,640662at2759,
AT1G14560,CoAc1,4747719at2759,ENSG00000122912.15|ENSG00000181035.14|ENSG00000122912.15|ENSG00000181035.14
AT1G14570,AtPUX7|PUX7,224631at2759,
AT1G14620,DECOY|mL46,2651007at2759,
AT1G14630,,677973at2759,
AT1G14650,,329177at2759,ENSG00000099995.19|ENSG00000099995.19
AT1G14660,ATNHX8|NHX8,769908at2759,ENSG00000162753.13|ENSG00000172139.15;ENSG00000285044.2|ENSG00000162753.13|ENSG00000172139.15;ENSG00000285044.2
AT1G14670,,4721954at2759,
AT1G14680,,649750at2759,
AT1G14686,PICALM9d,310359at2759,
AT1G14687,AtHB32|HB32|ZHD14,688500at2759,
AT1G14690,MAP65-7,793218at2759,
AT1G14710,,331422at2759,
AT1G14740,OBE3|TTA1,656500at2759,
AT1G14750,SDS,672596at2759,
AT1G14780,MACP1,591341at2759,
AT1G14810,,648527at2759,
AT1G14820,,766996at2759,
AT1G14830,ADL1C|ADL5|DL1C|DRP1C,605312at2759,
AT1G14850,NUP155,4972193at2759,ENSG00000113569.16|ENSG00000113569.16
AT1G14870,AtPCR2|PCR2,748493at2759,
AT1G14960,,254712at2759,
AT1G14980,CPN10,5012983at2759,ENSG00000115541.11
AT1G14990,,583076at2759,
AT1G15000,scpl50,4828752at2759,ENSG00000106066.15|ENSG00000121064.13|ENSG00000106066.15|ENSG00000121064.13
AT1G15060,,638271at2759,
AT1G15100,RHA2A,324567at2759,
AT1G15110,AtPSS1|PSS1,4803600at2759,
AT1G15125,,274769at2759,
AT1G15130,ALIX,4819771at2759,
AT1G15140,FNRL,5000101at2759,
AT1G15170,,4809441at2759,
AT1G15180,,4809441at2759,
AT1G15200,PININ,694496at2759,
AT1G15220,ATCCMH|CCMH,4999271at2759,
AT1G15230,,689017at2759,
AT1G15250,eL37z|RPL37A,5013334at2759,
AT1G15270,,4994880at2759,
AT1G15310,ATHSRP54A|SRP54-1,4840860at2759,ENSG00000100883.13|ENSG00000100883.13
AT1G15330,,784008at2759,
AT1G15370,LOLITA,5013867at2759,
AT1G15380,GLYI4,139958at2759,
AT1G15385,,154072at2759,
AT1G15390,ATDEF1|PDF1A,4824500at2759,
AT1G15400,MASS2,685016at2759,
AT1G15415,,334459at2759,
AT1G15420,PCP1,5006226at2759,
AT1G15430,,290364at2759,
AT1G15470,XIW1,4837456at2759,ENSG00000023734.11|ENSG00000023734.11
AT1G15500,ATNTT2|NTT2,566375at2759,
AT1G15530,LecRK-S.1,283848at2759,
AT1G15540,,261162at2759,
AT1G15550,ATGA3OX1|GA3OX1|GA4,5014650at2759,
AT1G15570,CYCA2;3,4695165at2759,
AT1G15580,ATAUX2-27|AUX2-27|IAA5,613289at2759,
AT1G15690,AtAVP1|ATAVP3|AtVHP1;1|AVP-3|AVP1|FUGU5|VHP1,4972197at2759,
AT1G15920,CAF1h,268869at2759,
AT1G15930,eS12z,535743at2759,ENSG00000112306.8|ENSG00000112306.8
AT1G15950,ATCCR1|CCR1|IRX4,2042608at2759,
AT1G15960,ATNRAMP6|NRAMP6,5002246at2759,
AT1G15970,,662628at2759,
AT1G15980,NDF1|NDH48|PnsB1,652583at2759,
AT1G16010,AtMGT2|AtMRS2-1|MGT2|MRS2-1,790032at2759,
AT1G16020,CCZ1a,771698at2759,
AT1G16022,,344731at2759,
AT1G16040,,5015825at2759,ENSG00000151665.13
AT1G16160,WAKL5,313205at2759,
AT1G16190,RAD23A,5015996at2759,
AT1G16210,,245250at2759,ENSG00000007080.11|ENSG00000007080.11
AT1G16240,ATSYP51|SYP51,4816276at2759,ENSG00000170310.15|ENSG00000170310.15
AT1G16270,B4,225403at2759,
AT1G16300,GAPCP-2,4836032at2759,
AT1G16330,CYCB3;1,390446at2759,
AT1G16350,,5013397at2759,ENSG00000178035.13|ENSG00000106348.18|ENSG00000178035.13|ENSG00000106348.18
AT1G16360,,5013833at2759,ENSG00000182107.7|ENSG00000112697.17|ENSG00000112697.17|ENSG00000182107.7
AT1G16470,PAB1,4971251at2759,ENSG00000106588.12;ENSG00000256646;ENSG00000256646.8|ENSG00000129084.18|ENSG00000143106.13|ENSG00000101182.15|ENSG00000041357.16|ENSG00000154611.15|ENSG00000143106.13|ENSG00000106588.12;ENSG00000256646|ENSG00000129084.18|ENSG00000041357.16|ENSG00000154611.15|ENSG00000101182.15
AT1G16500,,88743at2759,
AT1G16510,SAUR41,305194at2759,
AT1G16520,NAIP2,633248at2759,
AT1G16530,ASL9|LBD3,505512at2759,
AT1G16640,,552908at2759,
AT1G16670,CRPK1,650970at2759,
AT1G16680,,601533at2759,
AT1G16700,,4999670at2759,ENSG00000110717.13|ENSG00000110717.13
AT1G16705,,546159at2759,
AT1G16740,bL20m,4887032at2759,ENSG00000242485.6|ENSG00000242485.6
AT1G16780,AtVHP2;2|VHP2;2,4972197at2759,
AT1G16810,,4947756at2759,
AT1G16830,,539421at2759,
AT1G16840,,76535at2759,
AT1G16850,,169997at2759,
AT1G16860,SHOU4L,646306at2759,
AT1G16870,mS29,4808627at2759,
AT1G16880,ACR11,757322at2759,
AT1G16890,AtUBC36|UBC13B|UBC36,535258at2759,ENSG00000078967.13|ENSG00000077152.12|ENSG00000109332.20|ENSG00000170035.16|ENSG00000131508.17|ENSG00000072401.15|ENSG00000177889.10|ENSG00000182247.10|ENSG00000170142.12|ENSG00000077152.12|ENSG00000170035.16|ENSG00000182247.10|ENSG00000170142.12|ENSG00000109332.20|ENSG00000072401.15|ENSG00000177889.10
AT1G16900,EBS3,5006093at2759,ENSG00000086848.15|ENSG00000086848.15
AT1G16910,LSH8,284098at2759,
AT1G16916,,686289at2759,
AT1G16920,ATRABA1B|BEX5|RAB11|RABA1b,35153at2759,
AT1G16930,,288567at2759,
AT1G16970,ATKU70|KU70,5000951at2759,ENSG00000196419.13|ENSG00000196419.13
AT1G17020,ATSRG1|SRG1,430231at2759,
AT1G17030,,290572at2759,
AT1G17050,AtSPS2|SPS2,785064at2759,
AT1G17080,,683772at2759,
AT1G17090,,273547at2759,
AT1G17100,AtHBP1|cHBP1|HBP1|SOUL1,324262at2759,ENSG00000051620.11|ENSG00000051620.11
AT1G17147,,637136at2759,
AT1G17200,CASPL2A1,687993at2759,
AT1G17235,RTFL11,352683at2759,
AT1G17340,SAC5,273515at2759,
AT1G17350,,4545967at2759,ENSG00000137806;ENSG00000137806.10|ENSG00000137806.10
AT1G17370,UBP1B,5002515at2759,ENSG00000090621.15|ENSG00000070756;ENSG00000070756.17|ENSG00000101104.13|ENSG00000151923.18|ENSG00000174740.8|ENSG00000116001.17|ENSG00000151846.9|ENSG00000090621.15|ENSG00000116001.17|ENSG00000254535.4|ENSG00000070756.17|ENSG00000151923.18|ENSG00000151846.9|ENSG00000101104.13|ENSG00000174740.8
AT1G17420,ATLOX3|LOX3,5001279at2759,ENSG00000179593.16|ENSG00000179477.11|ENSG00000161905.13|ENSG00000108839.12|ENSG00000179148;ENSG00000179148.10|ENSG00000012779.12;ENSG00000275565.4|ENSG00000012779.12;ENSG00000275565.4|ENSG00000179477.11|ENSG00000108839.12|ENSG00000161905.13|ENSG00000179593.16
AT1G17430,,280567at2759,
AT1G17455,EFL4|ELF4-L4,762456at2759,
AT1G17470,ATDRG|ATDRG1|DRG1|Drg1-2,346751at2759,
AT1G17490,,227187at2759,
AT1G17500,ALA4,2692428at2759,
AT1G17510,,343564at2759,
AT1G17520,,753474at2759,
AT1G17530,ATTIM23-1|TIM23-1,4776008at2759,
AT1G17540,,229218at2759,
AT1G17560,HLL,336581at2759,
AT1G17580,ATMYA1|MYA1|XI-1,605928at2759,
AT1G17590,NF-YA8|NFYA8,637626at2759,
AT1G17600,SOC3,288764at2759,
AT1G17610,CHS1,289508at2759,
AT1G17620,,35972at2759,
AT1G17630,CWM1,546728at2759,
AT1G17640,RBGD1,689037at2759,
AT1G17650,AtGLYR2|GLYR2|GR2,108071at2759,ENSG00000140632.17|ENSG00000140632.17
AT1G17665,,664213at2759,
AT1G17680,,5000894at2759,ENSG00000119041.11|ENSG00000119041.11
AT1G17690,NOF1,4977863at2759,ENSG00000117597.18|ENSG00000117597.18
AT1G17700,PRA1.F1,329432at2759,
AT1G17710,AtPEPC1|PEPC1,597113at2759,
AT1G17720,ATB,5000167at2759,
AT1G17730,CHMP1B|VPS46.1,4999599at2759,ENSG00000131165.16|ENSG00000255112.3|ENSG00000255112.3
AT1G17745,PGDH|PGDH2,5003145at2759,ENSG00000092621.13
AT1G17750,AtPEPR2|PEPR2,643341at2759,
AT1G17760,ATCSTF77|CSTF77,5000569at2759,ENSG00000176102.13|ENSG00000176102.13
AT1G17780,ATI3A,315938at2759,
AT1G17790,,665892at2759,
AT1G17820,,630428at2759,
AT1G17840,ABCG11|AtABCG11|ATWBC11|COF1|DSO|WBC11,723696at2759,
AT1G17940,,540554at2759,
AT1G17950,ATMYB52|BW52|MYB52,447116at2759,
AT1G17960,,942405at2759,ENSG00000113407.14|ENSG00000143374.18|ENSG00000185418.16|ENSG00000143374.18|ENSG00000113407.14|ENSG00000185418.16
AT1G17970,CTL15,505861at2759,
AT1G17980,PAPS1,4984478at2759,ENSG00000090060.19|ENSG00000115421.13|ENSG00000115421.13|ENSG00000090060.19
AT1G18030,,4854762at2759,
AT1G18040,AT;CDCKD;3|CAK2AT|CDKD1;3,4983478at2759,ENSG00000134058.12;ENSG00000277273.5|ENSG00000156345.18|ENSG00000134058.12;ENSG00000277273.5
AT1G18060,FBN-like,668717at2759,
AT1G18080,ATARCA|AtRACK1|RACK1A|RACK1A_AT|RACK1z|SAC53,104617at2759,ENSG00000204628.12|ENSG00000204628.12
AT1G18090,,5005282at2759,ENSG00000174371.17|ENSG00000174371.17
AT1G18100,E12A11|MFT,695290at2759,
AT1G18170,,660892at2759,
AT1G18197,,301417at2759,
AT1G18200,AtRABA6b|RABA6b,35153at2759,
AT1G18210,,4899170at2759,
AT1G18280,LTPG3,329045at2759,
AT1G18290,,671819at2759,
AT1G18300,atnudt4|NUDT4,600612at2759,
AT1G18335,,5006916at2759,ENSG00000110583.13|ENSG00000110583.13
AT1G18340,,5002905at2759,
AT1G18420,ALMT3,516174at2759,
AT1G18470,AtPPRT3|PPRT3,594476at2759,
AT1G18490,PCO3,4598369at2759,ENSG00000181915.5|ENSG00000181915.5
AT1G18500,IPMS1|MAML-4,244225at2759,
AT1G18570,AtMYB51|BW51A|BW51B|HIG1|MYB51,299242at2759,
AT1G18580,GAUT11,4350256at2759,ENSG00000016864.19|ENSG00000120820.13|ENSG00000016864.19
AT1G18590,ATSOT17|ATST5C|SOT17,3395927at2759,
AT1G18610,,538976at2759,
AT1G18620,LNG4|TRM3,316636at2759,
AT1G18630,GR-RBP6|mS86|RBGA1,541798at2759,
AT1G18650,PDCB3,676069at2759,
AT1G18660,IAP1,5003429at2759,
AT1G18700,,770045at2759,
AT1G18720,MHP1,4842648at2759,
AT1G18750,AGL65,187184at2759,
AT1G18800,NRP2,65518at2759,ENSG00000119335.18|ENSG00000178021.11|ENSG00000178021.11|ENSG00000189241.8|ENSG00000187189.11|ENSG00000180543.5|ENSG00000119335.18
AT1G18830,SEC31A,5004273at2759,ENSG00000138674.17|ENSG00000075826.17|ENSG00000138674.17|ENSG00000075826.17
AT1G18835,MIF3,332790at2759,
AT1G18840,IQD30,612984at2759,
AT1G18850,PCP2,670829at2759,
AT1G18860,ATWRKY61|WRKY61,244420at2759,
AT1G18870,ATICS2|ICS2,5005068at2759,
AT1G18880,AtNPF2.9|NPF2.9|NRT1.9,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT1G18940,,4810817at2759,
AT1G18950,DDR4,232313at2759,
AT1G18960,,225139at2759,
AT1G18970,GLP4,646613at2759,
AT1G18980,,646613at2759,
AT1G18990,,411116at2759,
AT1G19000,,152820at2759,
AT1G19010,,622982at2759,
AT1G19020,HUP35|SDA1,506094at2759,
AT1G19025,,1891587at2759,
AT1G19050,ARR7,311774at2759,
AT1G19100,AtMORC6|DMS11|MORC6,4675067at2759,ENSG00000159256.13|ENSG00000133422.14|ENSG00000159256.13
AT1G19130,,2640516at2759,
AT1G19170,PGF1,638084at2759,
AT1G19180,AtJAZ1|JAZ1|TIFY10A,683844at2759,
AT1G19190,NPF5.1,1659875at2759,
AT1G19200,,282060at2759,
AT1G19270,DA1,4858592at2759,
AT1G19300,ATGATL1|GATL1|GLZ1|PARVUS,4350256at2759,ENSG00000016864.19|ENSG00000120820.13|ENSG00000016864.19
AT1G19310,,4829478at2759,ENSG00000183574.12;ENSG00000204308.8;ENSG00000223767.5;ENSG00000225452.5;ENSG00000227277.9;ENSG00000228405.5;ENSG00000228907.5|ENSG00000138942.17|ENSG00000183574.12;ENSG00000204308.8;ENSG00000223767.5;ENSG00000225452.5;ENSG00000227277.9;ENSG00000228405.5;ENSG00000228907.5|ENSG00000138942.17
AT1G19330,AFR2,5002283at2759,
AT1G19360,RRA3,2585641at2759,
AT1G19380,,307849at2759,
AT1G19397,,313413at2759,
AT1G19430,,524414at2759,
AT1G19440,KCS4,139695at2759,
AT1G19450,,4762392at2759,
AT1G19480,,5002987at2759,
AT1G19485,,5005114at2759,
AT1G19490,bZIP62,514877at2759,
AT1G19510,ATRL5|RL5|RSM4,176067at2759,
AT1G19530,RGAT1,641493at2759,
AT1G19570,ATDHAR1|DHAR1|DHAR5,618220at2759,ENSG00000148834.13|ENSG00000148834.13|ENSG00000065621.15
AT1G19580,GAMMA,5014242at2759,
AT1G19600,,600317at2759,
AT1G19610,LCR78|PDF1.4,681706at2759,
AT1G19660,AtBBD2|BBD2,659715at2759,
AT1G19690,,5005732at2759,
AT1G19710,,531277at2759,
AT1G19730,ATH4|ATTRX4,4804397at2759,
AT1G19740,LCP1,790629at2759,
AT1G19800,ABCI14|TGD1,413593at2759,
AT1G19850,ARF5|IAA24|MP,606318at2759,
AT1G19860,AtC3H6,636797at2759,
AT1G19880,PROTON1,4875149at2759,ENSG00000179051.14;ENSG00000281540.3|ENSG00000179051.14;ENSG00000281540.3
AT1G19900,RUBY,282869at2759,
AT1G19910,ATVHA-C2|AVA-2PE|AVA-P2,406078at2759,
AT1G19980,,499915at2759,
AT1G20010,TUB5,782766at2759,
AT1G20020,ATLFNR2|FNR2|LFNR2,611080at2759,
AT1G20090,ARAC4|ATRAC4|ATROP2|ROP2,158179at2759,
AT1G20140,ASK4|SK4,4805348at2759,
AT1G20190,ATEXP11|ATEXPA11|ATHEXP|EXP11|EXPA11,1873865at2759,
AT1G20200,EMB2719|HAP15,2852757at2759,ENSG00000108344.15|ENSG00000108344.15
AT1G20260,AtVAB3|VAB3,546348at2759,
AT1G20310,,518815at2759,
AT1G20330,CVP1|FRL1|SMT2,4837927at2759,
AT1G20340,DRT112|PETE2,4841025at2759,
AT1G20350,ATTIM17-1|TIM17-1,5016411at2759,ENSG00000134375.11|ENSG00000126768.13|ENSG00000134375.11|ENSG00000126768.13
AT1G20410,PUS10,4974798at2759,ENSG00000162927.14|ENSG00000162927.14
AT1G20430,,236353at2759,
AT1G20440,AtCOR47|COR47|RD17,689907at2759,
AT1G20470,SAUR60,180153at2759,
AT1G20510,OPCL1,2467431at2759,
AT1G20520,,489265at2759,
AT1G20550,,151851at2759,
AT1G20600,,379527at2759,
AT1G20620,ATCAT3|CAT3|ROG1|SEN2,254934at2759,
AT1G20630,CAT1,5001316at2759,ENSG00000121691.7|ENSG00000121691.7
AT1G20650,ASG5|PBL21,4833872at2759,
AT1G20693,HMG|HMGB2|NFD02|NFD2,688898at2759,
AT1G20696,HMGB3|NFD03|NFD3,688898at2759,
AT1G20770,,671630at2759,
AT1G20780,ATPUB44|PUB44|SAUL1,469757at2759,
AT1G20810,,745594at2759,
AT1G20816,,800923at2759,
AT1G20830,MCD1,654003at2759,
AT1G20840,AtTMT1|TMT1,671100at2759,
AT1G20850,XCP2,530301at2759,
AT1G20880,,658467at2759,
AT1G20900,AHL27|ESC|ORE7,197075at2759,
AT1G20990,,668033at2759,
AT1G21000,AIN1|PLATZ1,411820at2759,
AT1G21050,,614292at2759,
AT1G21070,URGT2,516269at2759,ENSG00000175782.11|ENSG00000175782.11
AT1G21080,,4864431at2759,
AT1G21190,LSM3A,5012886at2759,ENSG00000170860.4|ENSG00000170860.4
AT1G21200,,230809at2759,
AT1G21310,ATEXT3|EXT3|RSH,347724at2759,
AT1G21326,,90470at2759,
AT1G21340,,275894at2759,
AT1G21350,,3393023at2759,
AT1G21370,,5000144at2759,ENSG00000136877.15|ENSG00000136877.15
AT1G21380,TOL3,4806701at2759,
AT1G21410,SKP2A,19290at2759,
AT1G21450,SCL1,592282at2759,
AT1G21460,AtSWEET1|SWEET1,4750521at2759,
AT1G21500,,688048at2759,
AT1G21510,,312403at2759,
AT1G21520,,261103at2759,
AT1G21528,,287377at2759,
AT1G21550,,515761at2759,
AT1G21590,,294296at2759,
AT1G21600,PAP8|PTAC6,523513at2759,
AT1G21630,AtEH2,665629at2759,
AT1G21670,,4548136at2759,
AT1G21690,EMB1968|RFC4,5013870at2759,ENSG00000111445.14|ENSG00000163918.12|ENSG00000163918.12|ENSG00000111445.14
AT1G21720,PBC1,5012454at2759,ENSG00000184117.12|ENSG00000146729.10|ENSG00000275903.2;ENSG00000277791.5|ENSG00000146729.10|ENSG00000275903.2;ENSG00000277791.5|ENSG00000184117.12
AT1G21830,,652535at2759,
AT1G21880,LYM1|LYP2,354599at2759,
AT1G21890,UMAMIT19,4854762at2759,
AT1G21910,DREB26,324151at2759,
AT1G21930,,788003at2759,
AT1G22040,,595729at2759,
AT1G22050,MUB6,589309at2759,
AT1G22110,,332533at2759,
AT1G22140,,507055at2759,
AT1G22160,,688979at2759,
AT1G22170,,4837993at2759,ENSG00000164708.6|ENSG00000078237.7|ENSG00000172331.12|ENSG00000171314.9|ENSG00000226784.3|ENSG00000172331.12|ENSG00000164708.6|ENSG00000171314.9|ENSG00000078237.7
AT1G22180,,385098at2759,
AT1G22190,ERF58|RAP2.4|RAP2.4d|WIND2,667937at2759,
AT1G22200,,5013813at2759,ENSG00000113719.17|ENSG00000125991.21|ENSG00000125991.21
AT1G22260,AtZYP1a|ZYP1|ZYP1a,231039at2759,
AT1G22270,AtTRM112b|TRM112b,5012998at2759,ENSG00000173113.7|ENSG00000173113.7
AT1G22280,PAPP2C,5017799at2759,ENSG00000100034.14|ENSG00000100034.14
AT1G22300,14-3-3EPSILON|GF14|GRF10,783301at2759,ENSG00000175793.12|ENSG00000164924.18|ENSG00000170027.7|ENSG00000166913.13|ENSG00000128245.15|ENSG00000134308.14|ENSG00000108953.17;ENSG00000274474.3|ENSG00000175793.12|ENSG00000134308.14|ENSG00000170027.7|ENSG00000164924.18|ENSG00000108953.17;ENSG00000274474.3|ENSG00000166913.13|ENSG00000128245.15
AT1G22310,ATMBD8|MBD8,617302at2759,
AT1G22330,,235030at2759,
AT1G22410,,5000260at2759,
AT1G22430,,529689at2759,
AT1G22450,ATCOX6B2|COX6B,344042at2759,
AT1G22470,,347113at2759,
AT1G22480,,685402at2759,
AT1G22500,AtATL15|ATL15,242360at2759,
AT1G22520,,760320at2759,
AT1G22610,MCTP6,601051at2759,
AT1G22620,ATSAC1|SAC1,525560at2759,ENSG00000112367.12|ENSG00000112367.12
AT1G22630,,789449at2759,
AT1G22650,A/N-InvD,2481at2759,
AT1G22700,PYG7,787438at2759,
AT1G22710,ATSUC2|SUC2|SUT1,632796at2759,
AT1G22740,ATRABG3B|RAB7|RAB75|RABG3B,2612708at2759,ENSG00000276600.5|ENSG00000115084.15|ENSG00000123595.8|ENSG00000123570.4|ENSG00000075785.14|ENSG00000276600.5|ENSG00000115084.15|ENSG00000075785.14|ENSG00000123595.8
AT1G22810,AtERF019|ERF019,384315at2759,
AT1G22840,ATCYTC-A|CYTC-1,4946261at2759,ENSG00000172115.9|ENSG00000172115.9
AT1G22850,,5017347at2759,
AT1G22885,PROSCOOP13,336044at2759,
AT1G22920,AJH1|CSN5A,4908955at2759,ENSG00000121022.14|ENSG00000121022.14
AT1G22940,TH-1|TH1|THIE,171349at2759,
AT1G22970,,721523at2759,
AT1G22990,AtHMP04|HIPP22,11040at2759,
AT1G23050,,514100at2759,
AT1G23070,,4972502at2759,ENSG00000164168.8|ENSG00000164168.8
AT1G23080,ATPIN7|PIN7,614903at2759,
AT1G23090,AST91|SULTR3;3,5015745at2759,
AT1G23100,,5012983at2759,ENSG00000115541.11
AT1G23110,,785482at2759,
AT1G23120,,254712at2759,
AT1G23140,CAR8,52736at2759,
AT1G23160,GH3.7,262325at2759,
AT1G23201,,268767at2759,
AT1G23205,,144085at2759,
AT1G23220,,806106at2759,
AT1G23230,MED23,609207at2759,
AT1G23260,MMZ1|UEV1A,540956at2759,ENSG00000169139.12|ENSG00000244687.13|ENSG00000169139.12
AT1G23270,,336707at2759,
AT1G23280,,5004265at2759,ENSG00000198042.11|ENSG00000198042.11
AT1G23290,RPL27A|RPL27AB|uL15y,3997125at2759,ENSG00000166441.13|ENSG00000166441.13
AT1G23300,,491507at2759,
AT1G23310,AOAT1|GGAT1|GGT1,5012967at2759,
AT1G23330,,586418at2759,
AT1G23380,KNAT6|KNAT6L|KNAT6S,665276at2759,
AT1G23400,ATCAF2|CAF2,68525at2759,
AT1G23410,eS31z|RPS27aA,5013682at2759,
AT1G23440,,4616901at2759,ENSG00000183571.11|ENSG00000130517.14|ENSG00000183571.11|ENSG00000130517.14
AT1G23460,,222995at2759,
