human_ensembl,Arabidopsis thaliana,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Saccharomyces cerevisiae,n_species
ENSG00000017797,,WBGene00011970,FBgn0026056,ENSMUSG00000024096,,3
ENSG00000018189,,,FBgn0051064,ENSMUSG00000029291,,2
ENSG00000018236,,,FBgn0037240,ENSMUSG00000055022,,2
ENSG00000018280,,WBGene00004876,FBgn0011672,ENSMUSG00000026177,YOL122C,4
ENSG00000018408,,WBGene00008748,FBgn0034970,ENSMUSG00000027803,,3
ENSG00000018510,AT5G06580,WBGene00000081,FBgn0033983,ENSMUSG00000042410,,4
ENSG00000018607,,WBGene00021931,FBgn0025874,,,2
ENSG00000018610,,WBGene00013434,FBgn0028919,ENSMUSG00000006423,,3
ENSG00000018625,,WBGene00001137,FBgn0002921,ENSMUSG00000007097,,3
ENSG00000018699,,WBGene00020600,FBgn0036772,ENSMUSG00000024078,YNL313C,4
ENSG00000018869,,,FBgn0024975,ENSMUSG00000109398,,2
ENSG00000019102,,,,ENSMUSG00000001943,,1
ENSG00000019144,,,FBgn0260748,ENSMUSG00000048537,,2
ENSG00000019169,,,,ENSMUSG00000026390,,1
ENSG00000019186,,WBGene00000375,FBgn0003312,ENSMUSG00000038567,,3
ENSG00000019485,,,,ENSMUSG00000075028,,1
ENSG00000019505,,,FBgn0261090,ENSMUSG00000027220,,2
ENSG00000019549,,WBGene00019299,FBgn0001983,ENSMUSG00000022676,,3
ENSG00000019582,,,,ENSMUSG00000024610,,1
ENSG00000019991,,,,ENSMUSG00000028864,,1
ENSG00000019995,,,FBgn0037734,ENSMUSG00000030967,,2
ENSG00000020129,,,FBgn0037447,ENSMUSG00000028833,,2
ENSG00000020181,,,FBgn0030466,ENSMUSG00000031486,,2
ENSG00000020219,,,,ENSMUSG00000038044,,1
ENSG00000020256,,,FBgn0032814,ENSMUSG00000027551,,2
ENSG00000020426,,WBGene00018769,FBgn0024956,ENSMUSG00000021103,YDR460W,4
ENSG00000020577,,WBGene00022538,FBgn0016070,ENSMUSG00000021838,YOR359W,4
ENSG00000020633,,WBGene00004393,FBgn0003300,ENSMUSG00000070691,,3
ENSG00000020922,,WBGene00003405,FBgn0020270,ENSMUSG00000031928,YMR224C,4
ENSG00000021300,,,,ENSMUSG00000030701,,1
ENSG00000021355,,WBGene00005642,FBgn0028988,ENSMUSG00000044734,,3
ENSG00000021461,AT3G26830,WBGene00008519,FBgn0038037,ENSMUSG00000029727,,4
ENSG00000021488,,,FBgn0030574,ENSMUSG00000030492,YGR055W,3
ENSG00000021574,,WBGene00016045,FBgn0039141,ENSMUSG00000024068,YER047C,4
ENSG00000021645,,WBGene00007799,FBgn0038975,ENSMUSG00000066392,,3
ENSG00000021762,,WBGene00014215,FBgn0261550,ENSMUSG00000037606,YKR003W,4
ENSG00000021776,,WBGene00001258,FBgn0051368,ENSMUSG00000040383,,3
ENSG00000021826,,WBGene00004259,FBgn0003189,ENSMUSG00000025991,YJR109C,4
ENSG00000021852,,,,ENSMUSG00000029656,,1
ENSG00000022267,,,,ENSMUSG00000023092,,1
ENSG00000022277,AT5G58020,WBGene00007217,FBgn0032290,ENSMUSG00000027502,,4
ENSG00000022355,,WBGene00008551,FBgn0001134,ENSMUSG00000010803,,3
ENSG00000022556,,,,ENSMUSG00000035177,,1
ENSG00000022567,,,FBgn0035968,ENSMUSG00000079020,,2
ENSG00000022840,,,FBgn0035232,ENSMUSG00000041740,YLR427W,3
ENSG00000022976,,,,ENSMUSG00000021271,,1
ENSG00000023041,AT3G09320,WBGene00010892,FBgn0038039,ENSMUSG00000024982,YOL003C,5
ENSG00000023171,,WBGene00022593,FBgn0085423,ENSMUSG00000040111,YFL042C,4
ENSG00000023191,,WBGene00010641,FBgn0033212,ENSMUSG00000038650,,3
ENSG00000023228,,WBGene00021562,FBgn0017566,ENSMUSG00000025968,,3
ENSG00000023287,,WBGene00020334,FBgn0037363,ENSMUSG00000025907,,3
ENSG00000023318,AT4G27080,WBGene00016278,FBgn0030734,ENSMUSG00000028343,,4
ENSG00000023330,,,FBgn0020764,ENSMUSG00000032786,YDR232W,3
ENSG00000023445,,,FBgn0015247,ENSMUSG00000032000,,2
ENSG00000023516,,,,ENSMUSG00000022016,,1
ENSG00000023572,AT3G17240,WBGene00044608,FBgn0036820,ENSMUSG00000018196,YDR513W,5
ENSG00000023608,,WBGene00015513,FBgn0038371,ENSMUSG00000021113,,3
ENSG00000023697,,WBGene00017283,FBgn0033735,ENSMUSG00000030225,,3
ENSG00000023734,AT1G15470,,FBgn0034876,ENSMUSG00000030224,,3
ENSG00000023839,,WBGene00003407,FBgn0032456,ENSMUSG00000025194,YDR135C,4
ENSG00000023892,,,,ENSMUSG00000002257,,1
ENSG00000023902,,,,ENSMUSG00000015745,,1
ENSG00000023909,,WBGene00017084,FBgn0046114,ENSMUSG00000028124,,3
ENSG00000024048,,WBGene00016326,FBgn0030809,ENSMUSG00000023977,YGR184C,4
ENSG00000024422,,WBGene00004373,FBgn0016693,ENSMUSG00000074364,,3
ENSG00000024526,,WBGene00002368,,ENSMUSG00000028175,,2
ENSG00000024862,,,FBgn0031395,ENSMUSG00000059554,,2
ENSG00000025039,,WBGene00012497,FBgn0033272,ENSMUSG00000028278,YGR163W,4
ENSG00000025156,,WBGene00002004,FBgn0001222,ENSMUSG00000019878,YJR147W,4
ENSG00000025293,,,FBgn0038016,ENSMUSG00000038116,,2
ENSG00000025423,,WBGene00000979,FBgn0033679,ENSMUSG00000025396,,3
ENSG00000025434,,WBGene00003708,FBgn0000546,ENSMUSG00000002108,,3
ENSG00000025708,,,,ENSMUSG00000022615,,1
ENSG00000025770,,WBGene00016202,,ENSMUSG00000008690,,2
ENSG00000025772,,,FBgn0039463,ENSMUSG00000018322,,2
ENSG00000025796,,WBGene00001047,FBgn0035771,ENSMUSG00000019802,YOR254C,4
ENSG00000025800,AT4G02150,,FBgn0024889,ENSMUSG00000003731,YNL189W,4
ENSG00000026025,,,,ENSMUSG00000026728,,1
ENSG00000026036,,WBGene00009124,,,,1
ENSG00000026103,,,,ENSMUSG00000024778,,1
ENSG00000026297,AT1G14210,WBGene00019624,FBgn0010406,ENSMUSG00000095687,YPL123C,5
ENSG00000026508,,,,ENSMUSG00000005087,,1
ENSG00000026559,,,,ENSMUSG00000074575,,1
ENSG00000026652,,,FBgn0036623,ENSMUSG00000023827,YDR018C,3
ENSG00000026751,,,,ENSMUSG00000038179,,1
ENSG00000026950,,,,ENSMUSG00000020490,,1
ENSG00000027001,,WBGene00013464,FBgn0033038,ENSMUSG00000021993,YKL134C,4
ENSG00000027075,,WBGene00004032,FBgn0003093,ENSMUSG00000021108,,3
ENSG00000027644,,WBGene00000898,FBgn0283499,ENSMUSG00000005640,,3
ENSG00000027697,,,,ENSMUSG00000020009,,1
ENSG00000027847,,WBGene00005021,FBgn0039258,ENSMUSG00000021504,,3
ENSG00000027869,,WBGene00008733,,ENSMUSG00000028071,,2
ENSG00000028116,,WBGene00017895,FBgn0027889,ENSMUSG00000064090,,3
ENSG00000028137,,,,ENSMUSG00000028599,,1
ENSG00000028203,,,,ENSMUSG00000036099,,1
ENSG00000028277,,WBGene00000441,FBgn0085424,ENSMUSG00000008496,,3
ENSG00000028310,,WBGene00007256,FBgn0031947,ENSMUSG00000057649,,3
ENSG00000028528,,WBGene00004927,FBgn0031534,ENSMUSG00000032382,YOR069W,4
ENSG00000028839,,WBGene00006577,FBgn0261793,ENSMUSG00000071359,,3
ENSG00000029153,,WBGene00000095,FBgn0023094,ENSMUSG00000040187,,3
ENSG00000029363,,,,ENSMUSG00000037608,,1
ENSG00000029364,,WBGene00011329,FBgn0039902,ENSMUSG00000048833,YOR079C,4
ENSG00000029534,,WBGene00006780,FBgn0011747,ENSMUSG00000031543,,3
ENSG00000029559,,,,ENSMUSG00000029306,,1
ENSG00000029639,,WBGene00020189,FBgn0261381,ENSMUSG00000036983,,3
ENSG00000029725,,WBGene00017161,FBgn0034585,ENSMUSG00000020817,,3
ENSG00000029993,,WBGene00001972,FBgn0278608,ENSMUSG00000015217,,3
ENSG00000030066,,WBGene00003792,FBgn0262647,ENSMUSG00000051329,,3
ENSG00000030110,,WBGene00000423,,ENSMUSG00000057789,,2
ENSG00000030304,,,FBgn0020391,ENSMUSG00000057280,,2
ENSG00000030419,,WBGene00019960,,ENSMUSG00000025997,,2
ENSG00000030582,,WBGene00011936,,ENSMUSG00000034708,,2
ENSG00000031003,,,FBgn0028494,ENSMUSG00000036501,,2
ENSG00000031081,,,FBgn0032821,ENSMUSG00000022799,,2
ENSG00000031691,,,,ENSMUSG00000023919,,1
ENSG00000031698,AT5G27470,WBGene00005663,FBgn0031497,ENSMUSG00000068739,YDR023W,5
ENSG00000031823,,WBGene00004306,FBgn0039110,ENSMUSG00000002372,,3
ENSG00000032219,,WBGene00044689,FBgn0085451,ENSMUSG00000048118,,3
ENSG00000032389,AT1G76260,WBGene00013599,FBgn0036292,ENSMUSG00000036613,,4
ENSG00000032444,,WBGene00022718,FBgn0003656,ENSMUSG00000004565,YML059C,4
ENSG00000032742,,WBGene00003885,FBgn0016919,ENSMUSG00000040040,,3
ENSG00000033011,,WBGene00020820,FBgn0038552,ENSMUSG00000039427,YBR110W,4
ENSG00000033030,,WBGene00014018,FBgn0035021,ENSMUSG00000029427,,3
ENSG00000033050,,WBGene00012097,FBgn0030672,ENSMUSG00000028953,YER036C,4
ENSG00000033100,,WBGene00003253,FBgn0263005,ENSMUSG00000038181,,3
ENSG00000033122,,,FBgn0033984,ENSMUSG00000028176,,2
ENSG00000033170,,WBGene00001508,FBgn0030327,ENSMUSG00000021065,,3
ENSG00000033178,,WBGene00006699,FBgn0023143,ENSMUSG00000035898,,3
ENSG00000033327,,,FBgn0016794,ENSMUSG00000004508,,2
ENSG00000033627,AT2G21410,WBGene00006768,FBgn0028671,ENSMUSG00000019302,YMR054W,5
ENSG00000033800,,WBGene00001574,FBgn0003612,ENSMUSG00000032405,YOR156C,4
ENSG00000033867,,WBGene00009920,FBgn0259111,ENSMUSG00000021733,,3
ENSG00000034053,,WBGene00002999,FBgn0026313,ENSMUSG00000030519,,3
ENSG00000034152,,WBGene00004758,FBgn0261524,ENSMUSG00000018932,YJL128C,4
ENSG00000034239,,,FBgn0029995,ENSMUSG00000068617,,2
ENSG00000034510,,,,ENSMUSG00000079523,,1
ENSG00000034533,,,FBgn0015905,ENSMUSG00000032567,,2
ENSG00000034677,,WBGene00015926,,ENSMUSG00000022280,,2
ENSG00000034693,AT3G18160,WBGene00004193,FBgn0036484,ENSMUSG00000019809,YDR329C,5
ENSG00000034713,,,,ENSMUSG00000031950,YBL078C,2
ENSG00000034971,,,,ENSMUSG00000026697,,1
ENSG00000035115,,,,ENSMUSG00000020669,YHR016C,2
ENSG00000035141,AT2G31725,WBGene00014022,FBgn0034363,ENSMUSG00000057497,,4
ENSG00000035403,,WBGene00000942,FBgn0004397,ENSMUSG00000021823,,3
ENSG00000035499,,WBGene00002368,,ENSMUSG00000021697,,2
ENSG00000035664,,WBGene00003400,,ENSMUSG00000032380,,2
ENSG00000035681,,,,ENSMUSG00000028245,,1
ENSG00000035687,,WBGene00016509,FBgn0027493,ENSMUSG00000015961,YNL220W,4
ENSG00000035720,,,,ENSMUSG00000029254,,1
ENSG00000035862,,WBGene00019478,FBgn0025879,ENSMUSG00000017466,,3
ENSG00000035928,,WBGene00004337,FBgn0004913,ENSMUSG00000029191,YOR217W,4
ENSG00000036054,,WBGene00008974,FBgn0031304,ENSMUSG00000022749,,3
ENSG00000036257,AT5G46210,WBGene00000838,FBgn0261268,ENSMUSG00000004364,YGR003W,5
ENSG00000036448,,,,ENSMUSG00000031461,,1
ENSG00000036473,AT1G75330,,,ENSMUSG00000031173,YJL088W,3
ENSG00000036530,AT3G26200,,,ENSMUSG00000021259,,2
ENSG00000036549,,,FBgn0031876,ENSMUSG00000039068,,2
ENSG00000036565,,WBGene00000295,FBgn0260964,ENSMUSG00000036330,,3
ENSG00000036672,,,FBgn0031187,ENSMUSG00000032010,,2
ENSG00000036828,,,,ENSMUSG00000051980,,1
ENSG00000037042,,WBGene00006540,FBgn0260639,ENSMUSG00000045007,YLR212C,4
ENSG00000037241,,WBGene00004440,FBgn0036825,,YLR344W,3
ENSG00000037280,,WBGene00006894,FBgn0032006,ENSMUSG00000020357,,3
ENSG00000037474,,WBGene00021686,FBgn0026079,ENSMUSG00000021595,YBL024W,4
ENSG00000037637,,,FBgn0034704,ENSMUSG00000028920,,2
ENSG00000037749,,,,ENSMUSG00000020522,,1
ENSG00000037757,AT1G49820,WBGene00007236,FBgn0039849,ENSMUSG00000004996,YPR118W,5
ENSG00000037897,,WBGene00012205,FBgn0025629,ENSMUSG00000006732,YDL201W,4
ENSG00000037965,,,,ENSMUSG00000001657,,1
ENSG00000038002,AT5G61540,WBGene00019867,FBgn0033431,ENSMUSG00000031521,,4
ENSG00000038210,,WBGene00022501,FBgn0037339,ENSMUSG00000029186,YJL100W,4
ENSG00000038219,,,FBgn0039560,ENSMUSG00000061755,,2
ENSG00000038274,,,,ENSMUSG00000042032,,1
ENSG00000038295,,WBGene00003555,FBgn0003719,ENSMUSG00000053626,,3
ENSG00000038358,,WBGene00021551,FBgn0283682,ENSMUSG00000036270,,3
ENSG00000038382,,WBGene00006805,FBgn0024277,ENSMUSG00000022263,,3
ENSG00000038427,,,,ENSMUSG00000021614,,1
ENSG00000038532,,WBGene00001660,FBgn0038427,ENSMUSG00000068663,,3
ENSG00000038945,,,,ENSMUSG00000025044,,1
ENSG00000039068,,,,ENSMUSG00000000303,,1
ENSG00000039123,,WBGene00012342,FBgn0001986,ENSMUSG00000016018,YJL050W,4
ENSG00000039139,,,FBgn0037726,ENSMUSG00000022262,,2
ENSG00000039319,,WBGene00000101,FBgn0026369,ENSMUSG00000021706,,3
ENSG00000039523,,WBGene00045063,,ENSMUSG00000038604,,2
ENSG00000039537,,,,ENSMUSG00000022181,,1
ENSG00000039560,,,,ENSMUSG00000022246,,1
ENSG00000039600,,,,ENSMUSG00000040489,,1
ENSG00000039650,,WBGene00009010,FBgn0037578,ENSMUSG00000002963,YMR156C,4
ENSG00000039987,,WBGene00007203,FBgn0040238,ENSMUSG00000052819,,3
ENSG00000040199,,WBGene00009647,FBgn0032749,ENSMUSG00000031732,YJL005W,4
ENSG00000040275,,,FBgn0031549,ENSMUSG00000069910,,2
ENSG00000040341,,WBGene00018857,FBgn0003520,ENSMUSG00000025920,,3
ENSG00000040487,,WBGene00021546,,ENSMUSG00000028744,YBR147W,3
ENSG00000040531,AT5G40670,WBGene00008052,FBgn0039045,ENSMUSG00000005949,YCR075C,5
ENSG00000040608,,,,ENSMUSG00000043811,,1
ENSG00000040633,,,,ENSMUSG00000018572,,1
ENSG00000040731,,,,ENSMUSG00000022321,,1
ENSG00000040933,,WBGene00010975,FBgn0259166,ENSMUSG00000026113,,3
ENSG00000041353,,WBGene00000089,FBgn0025382,ENSMUSG00000024511,,3
ENSG00000041357,,WBGene00003924,FBgn0261394,ENSMUSG00000032301,YGR135W,4
ENSG00000041515,,,,ENSMUSG00000039057,,1
ENSG00000041802,AT1G08410,WBGene00016907,FBgn0266284,ENSMUSG00000022538,YGL099W,5
ENSG00000041880,,,,ENSMUSG00000023249,,1
ENSG00000041982,,,,ENSMUSG00000028364,,1
ENSG00000041988,,,,ENSMUSG00000039759,,1
ENSG00000042062,,WBGene00045063,,ENSMUSG00000074577,,2
ENSG00000042088,,WBGene00018678,FBgn0260817,ENSMUSG00000021177,YBR223C,4
ENSG00000042286,,,,ENSMUSG00000020085,YNR074C,2
ENSG00000042317,,,,ENSMUSG00000021007,,1
ENSG00000042429,,WBGene00007017,FBgn0038578,ENSMUSG00000031935,,3
ENSG00000042445,,,,ENSMUSG00000056666,,1
ENSG00000042493,,WBGene00010593,FBgn0010225,ENSMUSG00000056737,,3
ENSG00000042753,,WBGene00000157,FBgn0043012,ENSMUSG00000008036,YJR058C,4
ENSG00000042781,,,,ENSMUSG00000026609,,1
ENSG00000042832,,,,ENSMUSG00000053469,,1
ENSG00000042980,,WBGene00000074,,ENSMUSG00000014725,,2
ENSG00000043039,,WBGene00000451,FBgn0011758,ENSMUSG00000032033,,3
ENSG00000043093,,WBGene00010428,FBgn0036510,ENSMUSG00000027708,YLR128W,4
ENSG00000043143,,WBGene00021810,FBgn0035106,ENSMUSG00000020387,YPR031W,4
ENSG00000043355,,,,ENSMUSG00000061524,,1
ENSG00000043462,,,,ENSMUSG00000002699,,1
ENSG00000043514,AT5G20040,WBGene00001740,FBgn0043799,ENSMUSG00000028653,YOR274W,5
ENSG00000043591,,WBGene00008890,FBgn0038980,ENSMUSG00000035283,,3
ENSG00000044012,,,,ENSMUSG00000032978,,1
ENSG00000044090,,,,ENSMUSG00000038545,,1
ENSG00000044115,,WBGene00001978,FBgn0010215,ENSMUSG00000037815,,3
ENSG00000044446,,WBGene00015754,FBgn0030087,ENSMUSG00000031295,,3
ENSG00000044459,,,,ENSMUSG00000038070,,1
ENSG00000044524,,WBGene00006868,,ENSMUSG00000052504,,2
ENSG00000044574,,WBGene00002008,FBgn0001218,ENSMUSG00000026864,YJL034W,4
ENSG00000046604,,,,ENSMUSG00000044393,,1
ENSG00000046647,,WBGene00017357,,ENSMUSG00000040621,,2
ENSG00000046651,,,,ENSMUSG00000040586,,1
ENSG00000046653,,WBGene00017437,FBgn0037092,ENSMUSG00000031342,,3
ENSG00000046774,,,FBgn0037481,,,1
ENSG00000046889,,,,ENSMUSG00000048960,,1
ENSG00000047056,,WBGene00015470,FBgn0038617,ENSMUSG00000021147,,3
ENSG00000047188,,WBGene00009922,FBgn0030833,ENSMUSG00000034653,,3
ENSG00000047230,,WBGene00012316,FBgn0266452,ENSMUSG00000031360,YJR103W,4
ENSG00000047249,,WBGene00020507,FBgn0027779,ENSMUSG00000033793,YPR036W,4
ENSG00000047315,AT4G21710,WBGene00016140,FBgn0262955,ENSMUSG00000029250,YOR151C,5
ENSG00000047346,,,FBgn0033638,ENSMUSG00000034858,,2
ENSG00000047365,,WBGene00017760,FBgn0030808,ENSMUSG00000037999,,3
ENSG00000047410,,WBGene00019940,FBgn0013756,ENSMUSG00000006005,YKR095W,4
ENSG00000047457,,,,ENSMUSG00000003617,,1
ENSG00000047578,,WBGene00019395,,ENSMUSG00000032743,,2
ENSG00000047579,,,FBgn0036819,ENSMUSG00000057531,,2
ENSG00000047597,,,,ENSMUSG00000015342,,1
ENSG00000047617,,,FBgn0030349,ENSMUSG00000038115,,2
ENSG00000047621,,WBGene00008339,FBgn0039589,ENSMUSG00000030347,,3
ENSG00000047634,,,FBgn0003334,,,1
ENSG00000047644,,,FBgn0262127,,,1
ENSG00000047648,,WBGene00015303,FBgn0259216,ENSMUSG00000031355,,3
ENSG00000047662,,WBGene00015356,,ENSMUSG00000015879,,2
ENSG00000047849,,,,ENSMUSG00000032479,,1
ENSG00000047932,,WBGene00014101,,ENSMUSG00000019861,,2
ENSG00000047936,,WBGene00004395,FBgn0003366,ENSMUSG00000019893,,3
ENSG00000048028,,WBGene00010502,,ENSMUSG00000032267,,2
ENSG00000048052,,WBGene00001837,FBgn0041210,ENSMUSG00000004698,YNL021W,4
ENSG00000048140,,WBGene00006638,FBgn0031760,ENSMUSG00000025875,,3
ENSG00000048162,,WBGene00013958,FBgn0039868,ENSMUSG00000025869,YER002W,4
ENSG00000048342,,WBGene00010642,FBgn0263113,ENSMUSG00000039765,,3
ENSG00000048392,AT3G27060,WBGene00004392,FBgn0011704,ENSMUSG00000022292,YJL026W,5
ENSG00000048405,,,FBgn0037379,ENSMUSG00000039841,,2
ENSG00000048462,,,,ENSMUSG00000022496,,1
ENSG00000048471,,,FBgn0032476,ENSMUSG00000071669,,2
ENSG00000048540,,,,ENSMUSG00000030226,,1
ENSG00000048544,,WBGene00012556,FBgn0038307,ENSMUSG00000034729,,3
ENSG00000048545,,WBGene00003564,FBgn0036926,ENSMUSG00000023982,YDR373W,4
ENSG00000048649,,,FBgn0026577,ENSMUSG00000035623,,2
ENSG00000048707,,WBGene00016120,FBgn0052113,ENSMUSG00000020220,YLL040C,4
ENSG00000048740,,WBGene00001340,FBgn0000114,ENSMUSG00000002107,,3
ENSG00000048828,,,,ENSMUSG00000038014,,1
ENSG00000048991,,WBGene00022664,FBgn0004875,ENSMUSG00000056211,,3
ENSG00000049089,,,,ENSMUSG00000028626,,1
ENSG00000049130,,,,ENSMUSG00000019966,,1
ENSG00000049167,,WBGene00008403,,ENSMUSG00000021694,YDR030C,3
ENSG00000049167;ENSG00000049167,AT1G27840,,,,,1
ENSG00000049192,,WBGene00000083,FBgn0029791,ENSMUSG00000046169,,3
ENSG00000049239,,,FBgn0037147,ENSMUSG00000028980,YNL241C,3
ENSG00000049245,,WBGene00004898,FBgn0003660,ENSMUSG00000028955,,3
ENSG00000049246,,,FBgn0003068,ENSMUSG00000028957,,2
ENSG00000049247,,,,ENSMUSG00000028963,,1
ENSG00000049249,,,,ENSMUSG00000028965,,1
ENSG00000049283,,WBGene00001329,FBgn0028582,ENSMUSG00000010080,YDL161W,4
ENSG00000049323,,WBGene00003482,,ENSMUSG00000001870,,2
ENSG00000049449,,WBGene00019760,FBgn0025682,ENSMUSG00000005973,,3
ENSG00000049540,,,,ENSMUSG00000029675,,1
ENSG00000049541,,WBGene00004338,FBgn0260985,ENSMUSG00000023104,YOL094C,4
ENSG00000049618,,WBGene00002717,FBgn0261885,ENSMUSG00000069729,,3
ENSG00000049656,,WBGene00011761,FBgn0030456,ENSMUSG00000021610,,3
ENSG00000049656.14;ENSG00000274811,AT5G23575,,,,,1
ENSG00000049759,,WBGene00022358,FBgn0259174,ENSMUSG00000024589,YER125W,4
ENSG00000049768,,WBGene00001439,FBgn0262477,ENSMUSG00000039521,,3
ENSG00000049769,,,,ENSMUSG00000039556,YOR178C,2
ENSG00000049860,,WBGene00020509,FBgn0045063,ENSMUSG00000021665,,3
ENSG00000049883,,,,ENSMUSG00000021650,,1
ENSG00000050030,,,,ENSMUSG00000046449,,1
ENSG00000050130,,WBGene00019807,FBgn0039876,ENSMUSG00000005078,,3
ENSG00000050165,,,,ENSMUSG00000030772,,1
ENSG00000050327,,WBGene00019487,,ENSMUSG00000033542,,2
ENSG00000050344,,,FBgn0262975,ENSMUSG00000029832,,2
ENSG00000050393,AT2G16460,,,ENSMUSG00000021371,YFL046W,3
ENSG00000050405,,,,ENSMUSG00000023022,,1
ENSG00000050426,,WBGene00009276,FBgn0017429,ENSMUSG00000037353,YOL027C,4
ENSG00000050438,,WBGene00009920,FBgn0259111,ENSMUSG00000023032,,3
ENSG00000050555,,WBGene00016913,FBgn0267348,ENSMUSG00000026840,,3
ENSG00000050628,,,FBgn0036742,ENSMUSG00000040016,,2
ENSG00000050730,,,,ENSMUSG00000044162,,1
ENSG00000050748,,WBGene00002178,FBgn0000229,ENSMUSG00000020366,,3
ENSG00000050767,,,,ENSMUSG00000063564,,1
ENSG00000050820,,,FBgn0035101,ENSMUSG00000031955,,2
ENSG00000051009,,WBGene00015485,FBgn0025681,ENSMUSG00000044465,,3
ENSG00000051108,,WBGene00009112,FBgn0031950,ENSMUSG00000031770,,3
ENSG00000051128,,,FBgn0025777,ENSMUSG00000003573,,2
ENSG00000051180,AT5G20850,WBGene00004297,FBgn0003479,ENSMUSG00000027323,YER095W,5
ENSG00000051341,,WBGene00020964,FBgn0002905,ENSMUSG00000034206,,3
ENSG00000051382,,WBGene00000090,FBgn0015279,ENSMUSG00000032462,,3
ENSG00000051523,,,,ENSMUSG00000006519,,1
ENSG00000051596,,WBGene00009341,FBgn0037569,ENSMUSG00000025872,YNL253W,4
ENSG00000051620,AT1G17100,,,ENSMUSG00000019853,,2
ENSG00000051825,,,,ENSMUSG00000038126,,1
ENSG00000052126,,,,ENSMUSG00000030231,,1
ENSG00000052344,,,FBgn0003319,ENSMUSG00000030800,,2
ENSG00000052723,,WBGene00007579,FBgn0031871,ENSMUSG00000027854,,3
ENSG00000052749,,WBGene00021595,FBgn0030504,ENSMUSG00000035049,YPL012W,4
ENSG00000052795,,WBGene00020208,FBgn0036684,ENSMUSG00000061175,,3
ENSG00000052802,AT1G07420,,,ENSMUSG00000031604,YGR060W,3
ENSG00000052841,,WBGene00020553,FBgn0029713,ENSMUSG00000027194,,3
ENSG00000052850,,WBGene00000433,FBgn0085369,ENSMUSG00000040310,,3
ENSG00000053108,,,,ENSMUSG00000036264,,1
ENSG00000053254,,,FBgn0029504,ENSMUSG00000033713,,2
ENSG00000053328,,,,ENSMUSG00000045555,,1
ENSG00000053371,AT1G60690,,FBgn0037973,ENSMUSG00000028743,YJR155W,4
ENSG00000053372,AT1G25260,WBGene00017347,FBgn0033485,ENSMUSG00000028741,YKL009W,5
ENSG00000053438,,,,ENSMUSG00000067786,,1
ENSG00000053501,,WBGene00022460,FBgn0035965,ENSMUSG00000002395,YGL098W,4
ENSG00000053524,,WBGene00006496,FBgn0050440,ENSMUSG00000031442,,3
ENSG00000053702,,WBGene00015308,FBgn0030753,ENSMUSG00000001520,YER143W,4
ENSG00000053747,,WBGene00001328,FBgn0002526,ENSMUSG00000024421,,3
ENSG00000053770,,,,ENSMUSG00000036291,,1
ENSG00000053900,,WBGene00001284,FBgn0052707,ENSMUSG00000029176,,3
ENSG00000053918,,WBGene00002235,FBgn0033494,ENSMUSG00000009545,,3
ENSG00000054116,AT5G54750,WBGene00014222,FBgn0260859,ENSMUSG00000028847,YKR068C,5
ENSG00000054118,,,,ENSMUSG00000043962,,1
ENSG00000054148,,WBGene00009455,FBgn0001280,ENSMUSG00000036504,,3
ENSG00000054179,,,,ENSMUSG00000015085,YEL042W,2
ENSG00000054219,,WBGene00010228,,ENSMUSG00000026980,,2
ENSG00000054267,,WBGene00044689,FBgn0085451,ENSMUSG00000039219,,3
ENSG00000054277,,,,ENSMUSG00000026525,,1
ENSG00000054282,,,FBgn0266566,ENSMUSG00000026504,,2
ENSG00000054356,,WBGene00002048,FBgn0031294,ENSMUSG00000026204,,3
ENSG00000054392,,WBGene00013852,FBgn0024194,ENSMUSG00000037375,YPL189W,4
ENSG00000054523,,WBGene00006831,FBgn0267002,ENSMUSG00000063077,,3
ENSG00000054598,,,FBgn0014143,ENSMUSG00000050295,,2
ENSG00000054611,,WBGene00009322,FBgn0038855,ENSMUSG00000051864,YOR070C,4
ENSG00000054654,,WBGene00000140,,ENSMUSG00000063450,,2
ENSG00000054690,,WBGene00003143,FBgn0264449,ENSMUSG00000060716,,3
ENSG00000054793,,WBGene00017174,FBgn0051729,ENSMUSG00000027546,YIL048W,4
ENSG00000054803,,,,ENSMUSG00000067578,,1
ENSG00000054938,,,,ENSMUSG00000030732,,1
ENSG00000054965,,,,ENSMUSG00000029461,,1
ENSG00000054967,,,,ENSMUSG00000008318,,1
ENSG00000054983,,WBGene00016207,,ENSMUSG00000021003,,2
ENSG00000055044,AT1G56110,WBGene00020915,FBgn0026196,ENSMUSG00000026020,YOR310C,5
ENSG00000055070,,,FBgn0051908,ENSMUSG00000040842,,2
ENSG00000055118,,WBGene00006830,FBgn0003353,ENSMUSG00000038319,,3
ENSG00000055130,,WBGene00000836,FBgn0015509,ENSMUSG00000029686,YDL132W,4
ENSG00000055147,,,FBgn0038360,ENSMUSG00000020523,,2
ENSG00000055163,,WBGene00001579,FBgn0038320,ENSMUSG00000020340,,3
ENSG00000055208,,,,ENSMUSG00000015755,,1
ENSG00000055211,,,,ENSMUSG00000040006,,1
ENSG00000055332,,WBGene00012586,FBgn0037327,ENSMUSG00000024079,,3
ENSG00000055483,,,FBgn0260936,ENSMUSG00000033909,,2
ENSG00000055609,,WBGene00011729,FBgn0263667,ENSMUSG00000038056,,3
